"Date","Price","Open","High","Low","Vol.","Change %"
"04/08/2021","83.85","84.59","84.84","83.77","4.08M","-0.39%"
"04/07/2021","84.18","84.43","84.76","84.10","3.69M","0.00%"
"04/06/2021","84.18","84.35","85.59","83.60","3.41M","0.30%"
"04/05/2021","83.93","84.02","85.17","83.52","4.57M","-0.49%"
"03/31/2021","84.35","85.67","85.83","84.02","4.86M","-1.83%"
"03/30/2021","85.92","87.65","87.65","85.59","2.91M","-1.98%"
"03/29/2021","87.65","85.17","88.15","84.43","4.58M","0.95%"
"03/26/2021","86.83","86.91","87.24","86.50","2.32M","0.00%"
"03/25/2021","86.83","86.74","87.16","86.25","3.33M","0.00%"
"03/24/2021","86.83","86.74","86.83","85.50","2.03M","0.00%"
"03/23/2021","86.83","84.76","86.83","84.76","2.92M","1.55%"
"03/22/2021","85.50","83.77","85.75","83.19","2.99M","1.37%"
"03/19/2021","84.35","87.07","88.32","84.35","7.40M","-3.77%"
"03/18/2021","87.65","86.33","88.40","86.33","3.05M","2.12%"
"03/17/2021","85.83","86.50","86.58","85.34","4.42M","-0.76%"
"03/16/2021","86.50","84.76","86.50","84.10","3.54M","2.25%"
"03/15/2021","84.59","85.59","85.92","84.02","3.63M","-3.40%"
"03/12/2021","87.57","87.57","88.40","85.50","2.75M","0.86%"
"03/11/2021","86.83","87.65","88.15","86.25","2.45M","-0.85%"
"03/10/2021","87.57","88.65","89.80","87.41","2.62M","-2.75%"
"03/09/2021","90.05","87.65","90.38","86.33","3.50M","2.74%"
"03/08/2021","87.65","91.21","91.21","87.24","2.88M","-4.33%"
"03/05/2021","91.62","90.47","91.62","89.39","5.63M","1.74%"
"03/04/2021","90.05","90.13","91.29","88.89","3.47M","-0.09%"
"03/03/2021","90.13","90.47","90.47","88.65","3.77M","-0.27%"
"03/02/2021","90.38","90.38","90.47","88.89","4.31M","-0.09%"
"03/01/2021","90.47","87.24","90.88","87.24","4.42M","3.70%"
"02/26/2021","87.24","85.42","88.89","85.42","15.54M","2.23%"
"02/24/2021","85.34","86.83","87.41","85.17","5.06M","-1.71%"
"02/23/2021","86.83","87.57","87.57","86.08","4.05M","-0.94%"
"02/22/2021","87.65","88.48","89.06","87.65","3.48M","-2.30%"
"02/19/2021","89.72","88.73","89.72","88.07","2.30M","0.84%"
"02/18/2021","88.98","88.48","89.22","87.57","2.34M","1.89%"
"02/17/2021","87.32","89.31","89.72","86.99","6.55M","-3.12%"
"02/16/2021","90.13","88.65","90.30","88.65","1.21M","1.77%"
"02/15/2021","88.56","88.48","89.89","88.48","784.60K","0.09%"
"02/11/2021","88.48","89.14","89.80","88.48","3.18M","-0.28%"
"02/10/2021","88.73","92.95","93.03","87.74","8.29M","-4.62%"
"02/09/2021","93.03","91.37","93.86","91.37","6.03M","1.26%"
"02/08/2021","91.87","90.13","92.62","89.31","4.42M","1.93%"
"02/05/2021","90.13","87.65","90.13","87.16","3.28M","2.35%"
"02/04/2021","88.07","87.65","88.32","86.00","2.92M","1.24%"
"02/03/2021","86.99","87.16","88.23","86.83","2.82M","-0.09%"
"02/02/2021","87.07","86.58","87.07","85.26","3.54M","1.25%"
"02/01/2021","86.00","83.27","86.25","82.86","4.09M","3.28%"
"01/29/2021","83.27","85.92","86.41","83.27","4.39M","-2.99%"
"01/28/2021","85.83","85.83","87.98","85.17","3.93M","-0.67%"
"01/27/2021","86.41","88.48","88.48","85.67","3.58M","-3.24%"
"01/26/2021","89.31","91.54","91.62","88.32","4.22M","-3.49%"
"01/25/2021","92.53","91.71","92.53","90.55","11.04M","0.72%"
"01/22/2021","91.87","92.12","92.53","90.30","6.09M","-0.80%"
"01/21/2021","92.62","91.71","92.62","90.38","2.74M","0.90%"
"01/20/2021","91.79","90.96","91.79","89.97","2.17M","0.00%"
"01/19/2021","91.79","90.63","91.79","89.31","3.59M","1.37%"
"01/18/2021","90.55","92.12","92.12","90.13","2.68M","-2.23%"
"01/15/2021","92.62","93.03","93.86","92.28","4.59M","-0.88%"
"01/14/2021","93.44","90.55","93.44","89.89","8.64M","1.35%"
"01/13/2021","92.20","91.87","93.19","91.46","5.87M","0.45%"
"01/12/2021","91.79","91.71","91.79","89.31","3.57M","0.09%"
"01/11/2021","91.71","90.13","92.62","89.97","4.14M","1.74%"
"01/08/2021","90.13","88.89","90.13","88.15","4.08M","1.87%"
"01/07/2021","88.48","83.52","88.48","83.52","3.65M","7.11%"
"01/06/2021","82.61","84.35","84.35","81.87","6.05M","-2.44%"
"01/05/2021","84.68","86.41","86.41","84.02","5.77M","-2.48%"
"01/04/2021","86.83","88.40","89.31","86.58","5.23M","-1.69%"
"12/29/2020","88.32","86.41","88.98","86.41","3.32M","2.20%"
"12/28/2020","86.41","86.83","87.16","85.59","4.25M","-2.15%"
"12/23/2020","88.32","88.32","89.72","87.16","3.87M","-1.02%"
"12/22/2020","89.22","90.13","90.47","86.91","6.11M","-1.82%"
"12/21/2020","90.88","91.79","92.20","89.39","5.19M","-1.88%"
"12/18/2020","92.62","94.77","94.77","92.62","4.78M","-2.52%"
"12/17/2020","95.01","94.93","95.01","93.86","2.86M","-0.43%"
"12/16/2020","95.43","94.68","95.43","93.11","6.10M","0.79%"
"12/15/2020","94.68","93.86","94.68","92.12","5.84M","0.88%"
"12/14/2020","93.86","91.21","93.94","91.21","3.95M","3.09%"
"12/11/2020","91.04","89.56","91.29","89.47","5.73M","1.66%"
"12/10/2020","89.56","88.48","89.80","88.48","4.24M","1.21%"
"12/09/2020","88.48","90.63","90.88","88.48","4.64M","-2.28%"
"12/07/2020","90.55","90.05","90.55","89.06","4.66M","1.01%"
"12/04/2020","89.64","88.89","89.80","88.23","8.05M","0.84%"
"12/03/2020","88.89","86.58","88.89","86.08","6.67M","3.27%"
"12/02/2020","86.08","88.48","88.48","85.83","4.84M","-0.86%"
"12/01/2020","86.83","83.60","86.83","83.52","6.45M","1.65%"
"11/27/2020","85.42","87.24","87.24","85.42","14.65M","-3.00%"
"11/26/2020","88.07","89.06","89.06","86.58","8.48M","-1.30%"
"11/25/2020","89.22","90.96","91.79","88.56","9.75M","-0.92%"
"11/24/2020","90.05","90.05","92.04","86.00","12.33M","1.40%"
"11/23/2020","88.81","86.83","90.96","86.74","17.39M","2.58%"
"11/20/2020","86.58","83.52","86.58","83.19","12.16M","5.76%"
"11/19/2020","81.87","81.00","83.35","80.34","14.46M","1.69%"
"11/18/2020","80.50","79.05","80.91","78.89","16.12M","2.15%"
"11/17/2020","78.81","77.07","78.93","76.70","19.82M","2.92%"
"11/16/2020","76.57","77.98","78.02","76.28","6.12M","-0.43%"
"11/13/2020","76.90","78.56","78.56","76.24","12.59M","-1.38%"
"11/11/2020","77.98","78.39","81.16","76.16","21.32M","-1.25%"
"11/10/2020","78.97","79.43","81.87","78.97","11.38M","3.08%"
"11/09/2020","76.61","76.20","77.07","76.12","4.81M","0.70%"
"11/06/2020","76.08","76.90","77.32","74.51","8.25M","-0.91%"
"11/05/2020","76.78","75.21","77.11","74.92","6.11M","2.59%"
"11/04/2020","74.84","75.25","75.37","74.59","4.95M","0.56%"
"11/03/2020","74.42","73.60","74.88","73.47","6.24M","1.24%"
"10/30/2020","73.51","73.60","74.34","73.06","7.89M","-0.12%"
"10/29/2020","73.60","75.08","75.25","73.60","5.62M","-3.26%"
"10/28/2020","76.08","76.08","77.48","75.75","3.41M","0.12%"
"10/27/2020","75.99","78.76","78.81","75.99","3.92M","-3.52%"
"10/26/2020","78.76","80.21","80.21","78.56","3.36M","-1.81%"
"10/23/2020","80.21","79.26","81.29","79.26","5.58M","1.30%"
"10/22/2020","79.18","79.05","80.71","78.76","6.43M","1.92%"
"10/21/2020","77.69","76.08","77.73","76.08","7.95M","3.48%"
"10/20/2020","75.08","73.68","76.45","73.68","6.58M","2.01%"
"10/19/2020","73.60","72.52","73.68","72.48","2.17M","1.71%"
"10/16/2020","72.36","72.36","73.10","72.36","2.68M","0.00%"
"10/15/2020","72.36","72.44","73.27","72.36","2.96M","-0.11%"
"10/14/2020","72.44","72.60","72.73","72.11","1.74M","0.24%"
"10/13/2020","72.27","72.77","72.77","72.27","946.76K","-0.45%"
"10/12/2020","72.60","72.60","72.98","72.56","1.51M","0.00%"
"10/09/2020","72.60","72.77","73.18","72.48","1.49M","-0.18%"
"10/08/2020","72.73","72.93","73.18","72.19","984.36K","-0.05%"
"10/07/2020","72.77","71.61","72.77","71.61","1.95M","1.68%"
"10/06/2020","71.57","73.10","73.18","71.57","2.19M","-1.99%"
"10/05/2020","73.02","74.34","74.42","72.81","1.32M","-1.78%"
"10/02/2020","74.34","72.73","74.34","72.44","1.75M","2.40%"
"10/01/2020","72.60","71.74","72.60","71.69","3.10M","1.79%"
"09/30/2020","71.32","72.02","72.02","71.32","3.57M","-0.29%"
"09/29/2020","71.53","71.78","72.02","71.53","3.51M","0.06%"
"09/28/2020","71.49","71.94","72.52","71.49","2.71M","-0.63%"
"09/25/2020","71.94","71.28","72.48","70.99","2.10M","-0.58%"
"09/24/2020","72.36","73.10","73.27","72.36","1.36M","-1.01%"
"09/23/2020","73.10","73.10","73.93","73.02","2.43M","0.11%"
"09/22/2020","73.02","74.01","74.01","72.48","2.03M","-2.00%"
"09/21/2020","74.51","73.47","75.13","73.18","1.39M","1.24%"
"09/18/2020","73.60","72.77","73.68","71.65","4.03M","1.14%"
"09/17/2020","72.77","73.51","73.51","71.82","3.94M","0.00%"
"09/16/2020","72.77","74.84","74.84","72.77","2.77M","-2.27%"
"09/15/2020","74.46","74.26","74.46","73.47","3.49M","0.61%"
"09/14/2020","74.01","75.33","75.33","74.01","2.44M","-1.75%"
"09/11/2020","75.33","75.17","75.79","75.13","2.14M","-0.99%"
"09/10/2020","76.08","75.33","76.20","74.59","2.57M","0.82%"
"09/09/2020","75.46","76.90","76.90","75.33","3.69M","-2.41%"
"09/08/2020","77.32","75.17","77.32","74.59","2.54M","3.72%"
"09/07/2020","74.55","72.69","74.63","72.69","1.33M","2.69%"
"09/04/2020","72.60","71.32","72.60","71.24","4.47M","1.85%"
"09/03/2020","71.28","71.07","71.53","70.45","4.02M","0.52%"
"09/02/2020","70.91","72.60","72.73","70.37","4.14M","-2.11%"
"09/01/2020","72.44","72.31","72.73","71.94","6.42M","1.86%"
"08/28/2020","71.12","72.02","72.23","71.12","7.41M","-1.19%"
"08/27/2020","71.98","72.07","72.60","71.98","3.13M","0.11%"
"08/26/2020","71.90","72.27","72.77","71.16","3.90M","-0.64%"
"08/25/2020","72.36","71.98","72.85","71.74","2.60M","0.53%"
"08/24/2020","71.98","74.42","74.42","71.98","5.97M","-2.25%"
"08/20/2020","73.64","75.95","76.04","73.22","3.26M","-2.99%"
"08/19/2020","75.91","76.49","76.66","75.70","2.29M","-0.28%"
"08/18/2020","76.12","76.08","76.49","75.42","2.56M","1.16%"
"08/17/2020","75.25","76.04","76.04","74.59","945.06K","-1.09%"
"08/14/2020","76.08","76.49","76.82","75.66","3.59M","0.00%"
"08/13/2020","76.08","75.17","76.70","75.17","4.01M","2.23%"
"08/12/2020","74.42","73.64","74.42","73.47","2.10M","1.69%"
"08/11/2020","73.18","73.72","74.01","72.77","4.99M","-0.57%"
"08/10/2020","73.60","74.42","74.42","73.35","4.15M","-1.00%"
"08/07/2020","74.34","75.25","75.25","73.76","2.34M","-1.21%"
"08/06/2020","75.25","75.58","76.08","74.51","5.71M","0.00%"
"08/05/2020","75.25","72.11","75.66","72.11","4.83M","4.41%"
"08/04/2020","72.07","70.50","72.36","70.50","2.69M","2.53%"
"08/03/2020","70.29","71.94","72.77","70.29","7.44M","-3.41%"
"07/30/2020","72.77","74.67","74.67","72.77","3.12M","-2.77%"
"07/29/2020","74.84","73.72","74.84","73.55","2.13M","1.75%"
"07/28/2020","73.55","74.34","74.34","72.85","4.24M","-1.17%"
"07/27/2020","74.42","75.99","76.28","74.17","2.73M","-3.29%"
"07/24/2020","76.95","76.49","77.15","75.46","1.55M","1.14%"
"07/23/2020","76.08","76.49","76.82","74.84","2.51M","0.12%"
"07/22/2020","75.99","76.08","76.32","75.66","2.31M","0.76%"
"07/21/2020","75.42","76.78","76.78","75.25","4.06M","-1.92%"
"07/20/2020","76.90","77.32","77.65","75.25","2.25M","-0.54%"
"07/17/2020","77.32","76.78","77.32","74.71","2.61M","0.76%"
"07/16/2020","76.74","74.80","76.90","74.55","3.06M","3.69%"
"07/15/2020","74.01","76.78","76.95","74.01","8.69M","-3.61%"
"07/14/2020","76.78","76.08","77.23","75.99","3.99M","1.48%"
"07/13/2020","75.66","78.23","78.23","75.66","7.29M","-3.38%"
"07/10/2020","78.31","79.80","79.80","78.31","3.53M","-1.46%"
"07/09/2020","79.47","80.17","80.17","79.05","3.79M","0.53%"
"07/08/2020","79.05","81.45","81.45","79.01","4.06M","-2.46%"
"07/07/2020","81.04","82.11","83.11","81.04","5.71M","0.52%"
"07/06/2020","80.62","82.69","84.10","80.62","6.47M","-2.46%"
"07/03/2020","82.65","83.52","84.59","82.61","8.49M","-0.55%"
"07/02/2020","83.11","81.04","83.52","80.87","6.28M","2.66%"
"07/01/2020","80.96","81.04","81.45","80.42","2.09M","-0.10%"
"06/30/2020","81.04","79.38","81.78","78.97","5.26M","4.26%"
"06/29/2020","77.73","80.96","80.96","77.73","6.53M","-4.57%"
"06/26/2020","81.45","81.04","82.28","80.62","3.38M","1.44%"
"06/25/2020","80.29","82.20","82.20","80.21","4.17M","-3.00%"
"06/24/2020","82.77","84.84","84.92","82.77","1.32M","-2.53%"
"06/23/2020","84.92","82.28","85.09","81.87","2.75M","3.73%"
"06/22/2020","81.87","81.49","82.15","79.63","4.10M","-0.99%"
"06/19/2020","82.69","82.69","83.93","82.61","7.06M","0.00%"
"06/18/2020","82.69","83.68","84.26","82.53","2.40M","-0.10%"
"06/17/2020","82.77","85.50","85.50","82.77","3.30M","-2.26%"
"06/16/2020","84.68","83.52","85.67","83.52","3.41M","3.43%"
"06/15/2020","81.87","83.44","86.50","81.87","4.98M","-5.71%"
"06/11/2020","86.83","86.74","86.83","83.52","2.83M","-0.47%"
"06/10/2020","87.24","90.71","90.88","86.58","4.63M","-4.52%"
"06/09/2020","91.37","90.96","92.62","87.24","3.71M","3.27%"
"06/08/2020","88.48","93.44","93.44","88.48","6.94M","-6.14%"
"06/05/2020","94.27","90.13","94.27","86.83","7.02M","4.59%"
"06/04/2020","90.13","85.26","90.55","85.26","6.91M","6.44%"
"06/03/2020","84.68","81.25","84.92","81.25","4.27M","4.49%"
"06/02/2020","81.04","81.45","82.53","80.62","3.72M","-1.01%"
"06/01/2020","81.87","81.87","82.36","79.47","5.23M","-1.39%"
"05/29/2020","83.02","76.08","83.02","76.08","20.81M","11.12%"
"05/28/2020","74.71","72.23","75.25","72.15","2.72M","3.85%"
"05/27/2020","71.94","71.20","72.36","71.20","4.25M","1.28%"
"05/26/2020","71.03","73.60","73.93","70.78","7.03M","-4.13%"
"05/22/2020","74.09","76.28","76.41","73.84","6.84M","-2.62%"
"05/21/2020","76.08","76.99","77.07","76.08","3.49M","-1.07%"
"05/20/2020","76.90","77.07","77.52","76.08","1.21M","0.00%"
"05/19/2020","76.90","76.08","77.69","76.08","2.12M","3.33%"
"05/18/2020","74.42","76.90","76.90","74.42","4.29M","-3.22%"
"05/15/2020","76.90","80.29","80.91","76.90","6.51M","-3.94%"
"05/14/2020","80.05","81.74","81.74","79.63","3.03M","-2.22%"
"05/13/2020","81.87","81.87","81.87","80.29","697.68K","0.26%"
"05/12/2020","81.66","81.37","82.65","81.04","3.34M","0.77%"
"05/11/2020","81.04","81.04","81.41","80.96","5.79M","1.03%"
"05/08/2020","80.21","81.04","81.66","80.21","1.55M","-0.41%"
"05/07/2020","80.54","79.96","80.83","79.55","3.41M","1.35%"
"05/06/2020","79.47","82.28","82.28","79.47","5.51M","-2.24%"
"05/05/2020","81.29","82.61","83.27","81.29","6.82M","-0.60%"
"05/04/2020","81.78","82.69","83.27","81.04","2.98M","-2.08%"
"04/30/2020","83.52","82.77","83.52","81.53","3.26M","2.33%"
"04/29/2020","81.62","81.78","82.28","81.45","2.45M","-0.20%"
"04/28/2020","81.78","80.87","82.61","80.71","2.27M","1.96%"
"04/27/2020","80.21","82.69","82.77","80.21","4.09M","-3.00%"
"04/24/2020","82.69","84.26","84.26","82.36","2.51M","0.00%"
"04/23/2020","82.69","83.93","86.74","82.69","2.74M","-0.51%"
"04/22/2020","83.11","82.69","84.35","82.40","3.32M","-0.10%"
"04/21/2020","83.19","84.76","84.76","83.02","3.38M","-1.85%"
"04/20/2020","84.76","86.83","88.48","84.76","2.53M","-2.38%"
"04/17/2020","86.83","88.40","89.56","85.83","4.67M","1.95%"
"04/16/2020","85.17","88.48","88.48","85.17","6.38M","-5.07%"
"04/15/2020","89.72","85.59","90.13","85.42","6.95M","5.85%"
"04/14/2020","84.76","82.69","84.76","80.91","6.85M","4.06%"
"04/13/2020","81.45","83.35","85.59","81.37","8.69M","0.00%"
"04/08/2020","81.45","84.02","84.18","80.62","6.67M","-2.95%"
"04/07/2020","83.93","87.07","87.65","82.69","4.07M","-0.98%"
"04/06/2020","84.76","82.69","84.84","82.36","2.65M","3.23%"
"04/03/2020","82.11","84.10","84.10","81.29","2.80M","-0.70%"
"04/02/2020","82.69","82.69","84.18","82.36","3.81M","-4.94%"
"04/01/2020","86.99","85.59","88.65","82.36","4.38M","1.64%"
"03/31/2020","85.59","85.59","87.65","84.76","4.44M","4.34%"
"03/30/2020","82.03","84.43","84.59","80.25","3.12M","-2.84%"
"03/27/2020","84.43","90.96","95.67","84.43","4.76M","-11.75%"
"03/26/2020","95.67","84.18","95.67","83.85","5.72M","15.70%"
"03/25/2020","82.69","81.29","83.11","80.05","3.91M","6.38%"
"03/24/2020","77.73","78.31","79.38","76.37","5.26M","-0.74%"
"03/23/2020","78.31","74.42","78.81","72.77","4.85M","-2.37%"
"03/20/2020","80.21","75.25","80.21","72.93","6.10M","14.11%"
"03/19/2020","70.29","76.16","82.53","62.02","13.08M","-22.72%"
"03/17/2020","90.96","96.75","99.23","90.96","4.15M","0.00%"
"03/16/2020","90.96","96.75","99.23","90.96","4.15M","-13.39%"
"03/13/2020","105.02","93.28","107.17","81.87","5.98M","5.83%"
"03/12/2020","99.23","109.24","109.24","99.23","5.18M","-11.76%"
"03/11/2020","112.46","114.94","117.26","110.23","4.72M","-2.16%"
"03/10/2020","114.94","104.27","114.94","103.37","4.65M","6.10%"
"03/09/2020","108.33","112.87","113.87","108.33","3.24M","-7.42%"
"03/06/2020","117.01","116.51","117.01","114.28","1.82M","0.35%"
"03/05/2020","116.60","113.95","117.59","113.29","1.76M","3.08%"
"03/04/2020","113.12","113.04","114.03","111.72","2.85M","-0.29%"
"03/03/2020","113.45","113.29","114.20","112.54","2.80M","3.85%"
"03/02/2020","109.24","114.12","114.45","109.24","5.26M","-4.96%"
"02/28/2020","114.94","114.12","117.42","114.12","3.96M","-2.80%"
"02/27/2020","118.25","113.29","119.57","112.79","5.22M","4.38%"
"02/26/2020","113.29","118.17","118.17","112.71","7.92M","-4.40%"
"02/24/2020","118.50","120.73","120.73","118.25","2.50M","-2.84%"
"02/21/2020","121.97","122.38","122.96","121.97","1.34M","-0.68%"
"02/20/2020","122.80","122.38","123.46","122.22","2.86M","0.54%"
"02/19/2020","122.14","122.55","123.13","121.64","1.51M","-0.20%"
"02/18/2020","122.38","123.21","124.04","122.38","1.75M","-1.27%"
"02/17/2020","123.96","122.88","124.78","122.80","1.15M","0.94%"
"02/14/2020","122.80","126.11","126.11","122.80","2.98M","-1.98%"
"02/13/2020","125.28","124.87","127.35","124.45","1.20M","0.33%"
"02/12/2020","124.87","125.69","125.94","124.62","878.76K","-0.65%"
"02/11/2020","125.69","124.20","125.69","124.20","484.63K","1.33%"
"02/10/2020","124.04","128.17","128.17","124.04","1.42M","-3.47%"
"02/07/2020","128.50","124.45","128.50","124.04","742.07K","1.56%"
"02/06/2020","126.52","126.11","126.52","124.53","2.08M","1.60%"
"02/05/2020","124.53","126.11","126.19","123.38","1.50M","-0.07%"
"02/04/2020","124.62","119.90","125.61","119.66","3.78M","4.29%"
"02/03/2020","119.49","122.38","122.38","117.84","1.73M","-2.36%"
"01/31/2020","122.38","127.26","127.26","120.40","5.24M","-3.90%"
"01/30/2020","127.35","127.35","129.41","126.52","2.25M","0.00%"
"01/29/2020","127.35","126.93","129.00","126.19","2.12M","0.33%"
"01/28/2020","126.93","128.17","128.17","126.11","1.80M","-1.60%"
"01/27/2020","129.00","128.83","129.00","126.68","310.16K","0.00%"
"01/24/2020","129.00","128.59","129.74","128.50","716.59K","-0.64%"
"01/23/2020","129.83","126.93","129.83","126.11","1.58M","2.28%"
"01/22/2020","126.93","126.68","127.35","125.61","3.65M","0.20%"
"01/21/2020","126.68","127.35","127.59","126.60","1.49M","-0.53%"
"01/20/2020","127.35","130.24","130.24","126.77","1.56M","-2.22%"
"01/17/2020","130.24","129.00","130.24","128.26","1.85M","1.54%"
"01/16/2020","128.26","126.85","129.41","126.85","3.10M","1.25%"
"01/15/2020","126.68","128.17","128.26","126.68","4.00M","-0.97%"
"01/14/2020","127.92","126.93","128.17","126.52","5.09M","1.11%"
"01/13/2020","126.52","126.35","127.76","124.87","2.24M","0.00%"
"01/10/2020","126.52","126.35","127.76","124.87","2.24M","0.66%"
"01/09/2020","125.69","126.93","127.51","125.69","3.42M","0.00%"
"01/08/2020","125.69","126.52","127.10","125.28","2.99M","-1.93%"
"01/07/2020","128.17","128.92","131.15","127.35","2.25M","0.00%"
"01/06/2020","128.17","128.17","128.83","125.69","1.12M","0.00%"
